anchor,layer,run_kind,n_items,n_rows,attention_mass_question,attention_mass_options,attention_mass_question_options,attention_mass_wrapper_syntax,attention_mass_instruction,attention_entropy,content_vs_wrapper_focus_ratio
all_option_ends,10,corrupt_wrong_wrapped,285,3420,0.19091310266407727,0.3571965476098107,0.5481096502738879,0.4518903491684397,0.0,2.577596296065035,6.020591625603951
all_option_ends,10,vanilla_same_item,285,3420,0.5671880751295418,0.3250141001965289,0.8922021753260707,0.10779782408493202,0.0,2.465371974396427,42.54465232066343
all_option_ends,11,clean_correct_wrapped,285,3420,0.2570620397316603,0.2917878198546811,0.5488498595863415,0.45115013946644617,0.0,2.898402421446572,3.3081761408301404
all_option_ends,11,corrupt_wrong_wrapped,285,3420,0.2532444003294788,0.2946718720536774,0.5479162723831562,0.45208372637892125,0.0,2.893030620841255,4.852138909736806
all_option_ends,11,vanilla_same_item,285,3420,0.516965562216284,0.2670607850042902,0.7840263472205742,0.21597365303238977,0.0,2.7408936777135784,28.105211476693658
all_option_ends,12,clean_correct_wrapped,285,3420,0.1705778164790272,0.31300936980936334,0.48358718628839054,0.5164128133969937,0.0,2.4271651327000026,2.3788223314077297
all_option_ends,12,corrupt_wrong_wrapped,285,3420,0.17125021206956745,0.31381879854821837,0.48506901061778585,0.5149309896941947,0.0,2.4330967890850284,6.085372376339197
all_option_ends,12,vanilla_same_item,285,3420,0.5838025330271768,0.2706249777026562,0.854427510729833,0.14557249008797718,0.0,2.278832178096674,31.05896049414435
all_option_ends,13,clean_correct_wrapped,285,3420,0.13641449330595515,0.47369594143593674,0.6101104347418919,0.3898895649854686,0.0,3.069391741390117,5.8223327211853215
all_option_ends,13,corrupt_wrong_wrapped,285,3420,0.135612006616389,0.47996697654880655,0.6155789831651955,0.38442101629569586,0.0,3.058510528008143,10.72072270868486
all_option_ends,13,vanilla_same_item,285,3420,0.3357284256075346,0.42372743203260455,0.7594558576401391,0.24054414264453725,0.0,2.965884791305888,122.49415308186363
all_option_ends,14,clean_correct_wrapped,285,3420,0.11002755837526107,0.2113334117205586,0.3213609700958197,0.678639030602582,0.0,1.9201342716931034,49.523076868918714
all_option_ends,14,corrupt_wrong_wrapped,285,3420,0.10627919588734967,0.2136499925890694,0.31992918847641905,0.6800708124274583,0.0,1.9137556368914672,35.43715190225294
all_option_ends,14,vanilla_same_item,285,3420,0.6184434143023032,0.191311449609583,0.8097548639118862,0.1902451374764307,0.0,1.8541024563044013,1328.0817888302777
all_option_ends,15,clean_correct_wrapped,285,3420,0.17691416431912815,0.42586790335545716,0.6027820676745853,0.3972179326540796,0.0,2.8640202083782844,99961747.00109404
all_option_ends,15,corrupt_wrong_wrapped,285,3420,0.18077488233553243,0.4296251066741193,0.6103999890096518,0.38960001167625596,0.0,2.867869612870858,149316190.97377425
all_option_ends,15,vanilla_same_item,285,3420,0.4096164140740529,0.39748699325048337,0.8071034073245363,0.19289659302783926,0.0,2.741301965295223,778766491.0534319
all_option_ends,16,clean_correct_wrapped,285,3420,0.24377385135794505,0.29438381096763366,0.5381576623255787,0.4618423381357383,0.0,2.8253257839651833,2.1787387745650615
all_option_ends,16,corrupt_wrong_wrapped,285,3420,0.24778235484546388,0.2935869771766347,0.5413693320220986,0.45863066677954484,0.0,2.8256168977384677,2.5556889566417516
all_option_ends,16,vanilla_same_item,285,3420,0.5765923002097559,0.2667652546049028,0.8433575548146588,0.1566424445975885,0.0,2.728826458325163,18.32665890184074
all_option_ends,17,clean_correct_wrapped,285,3420,0.12805608165525623,0.2990946781411074,0.42715075979636363,0.572849239520075,0.0,2.862006597717603,1.441492138586917
all_option_ends,17,corrupt_wrong_wrapped,285,3420,0.1286818948614701,0.3055013344777114,0.43418322933918146,0.5658167702100942,0.0,2.8633628908827986,1.6462305413479674
all_option_ends,17,vanilla_same_item,285,3420,0.4820133280624467,0.2588087198287739,0.7408220478912205,0.25917795385800474,0.0,2.602711573016574,7.152403659226601
all_option_ends,18,clean_correct_wrapped,285,3420,0.10256987622525704,0.38469343137738293,0.48726330760264,0.5127366926696877,0.0,2.8886551561759926,4.119895966594767
all_option_ends,18,corrupt_wrong_wrapped,285,3420,0.10539264299482615,0.3879739096176479,0.49336655261247403,0.5066334460013374,0.0,2.89117234066913,5.184870485448427
all_option_ends,18,vanilla_same_item,285,3420,0.3855897645506877,0.3646826337699784,0.7502723983206662,0.24972760239578273,0.0,2.7377211229668723,83.43423256529474
all_option_ends,19,clean_correct_wrapped,285,3420,0.06195717723652099,0.24319670341659896,0.30515388065311994,0.6948461200456456,0.0,2.243167176193487,2.102196186335653
all_option_ends,19,corrupt_wrong_wrapped,285,3420,0.06292600510784153,0.25283029893465014,0.31575630404249166,0.6842436959038418,0.0,2.253048824494955,2.3380170644515363
all_option_ends,19,vanilla_same_item,285,3420,0.4474260085006381,0.22244635243957595,0.669872360940214,0.3301276385290575,0.0,2.073588087873762,15.511141807779193
all_option_ends,20,clean_correct_wrapped,285,3420,0.11566388405443677,0.2281793297866843,0.3438432138411211,0.6561567849120158,0.0,2.3460230445478394,1.1859497820212839
all_option_ends,20,corrupt_wrong_wrapped,285,3420,0.11648542062796065,0.23980791145212815,0.35629333208008873,0.6437066670912944,0.0,2.362801216638576,1.316770492910902
all_option_ends,20,vanilla_same_item,285,3420,0.544229404387549,0.19355909568002078,0.7377885000675698,0.262211498857356,0.0,2.2454045717653477,8.798960520791315
